Summary,Rating,cluster
Halo 5 Guardians delivers epic multiplayer experiences span multiple modes fullfeatured level building tools another chapter Master Chief saga The Master Chief saga continues solo 4player cooperative experience spans three worlds A mysterious unstoppable force threatens galaxy The Spartans Fireteam Osiris Blue Team must embark journey change course history future mankind,2.5,0
Sheathe sword draw deck get ready Hearthstone fast paced strategy card game thats easy learn massively fun Start free game Battlenet play cards sling spells summon creatures command heroes Warcraft duels epic strategy With powerful prebuilt decks hundreds additional cards win craft purchase collection never stops evolving Challenge players skill levels Battlenet hone skills practice matches greatest strategists Azeroth Thrall Uther Guldan,2.9,0
Based comic book name Ultimate SpiderMan lets play either hero SpiderMan archnemesis Venom Use unique combat techniques either SpiderMan Venom battle host SpiderMan characters Artistic contributions creators series make authentic SpiderMan experience,3.6,0
Pursue malevolent Chop Goblins time foil devastating weapons bitesized FPS creator Dusk Iron Lung Squirrel Stapler,3.5,4
Initially released Japan 1993 Secret Mana took world storm innovative realtime battle system gorgeously rendered world It continues stand among action RPGs seamless gameplay anyone beginner veteran enjoy One memorable elements Mana series Ring Command menu system With single press button ringshaped menu appears screen players use items change weapons variety actions without needing switch screens This Ring Command menu system Mana series well known first introduced Secret Mana since appeared games series Play Randi two companions Primm Popoi adventure around world At center epic story mystical power Mana Battle empire quest control Mana Befriend eight elementals wield forces nature Numerous encounters await every turn,3.3,1
A kidnapping streets Shibuya brings together hotblooded detective hardhitting journalist former gang leader head researcher big pharma manufacturer parttimer stuck cat costume series events unexpected outrageous last,4.2,1
Potion Craft alchemist simulator physically interact tools ingredients brew potions Youre full control whole shop invent new recipes attract customers experiment hearts content Just remember whole town counting,3.2,1
THE BLUE BOMBER BLASTS INTO A WHOLE NEW DIMENSION Mega Man blasts way third dimension amazing new adventure Mega Man Legends combines best classic Mega Man action enormous bosses riveting storyline depth hottest RPG Explore vast 3D worlds quest find treasure treasures Mother Lode Youll love new 3D graphics deadly weapons nonstop action unless course youre boss Awesome Weapons Diabolical Bosses Legendary Gameplay NonStop 3D Action,3.7,1
Xenoblade Chronicles Future Connected takes place one year main story delves deeper relationship Shulk Melia face mysterious new threat,3.5,0
Crab Game FirstPerson Multiplayer game play several different minigames based childrens games one player stands victorious,2.5,5
Your friend sets date NEET Cousin Kara,2.7,1
Dantes Inferno epic single player thirdperson action adventure game inspired Inferno part one Dante Alighieris classic Italian poem The Divine Comedy Featuring nonstop action rendered 6 framespersecond signature upgradable weapons attack combos manafueled spells choice punishing absolving souls defeated enemies classic Medieval tale eternal conflict sin resulting horrors hell adapted new generation new medium,3.2,1
The story follows Fiona Belli young girl player must guide Belli Castle immediate environments effort escape Along way players must solve puzzles unlock doors evade hide attempt fight castles inhabitants Fiona accompanied Hewie White Shepherd two must work team solve certain puzzles outwit pursuers,3.8,2
1751 North America Amidst chaos violence French Indian War Shay Patrick Cormac fearless young member Assassins order undergoes dark transformation shape future brotherhood forever After arguing dangerous mission gone tragically wrong Shay betrayed Assassins attempt end life Cast aside called brothers Shay sets mission wipe turned ultimately become feared Assassin hunter history Introducing Assassins Creed Rogue darkest chapter Assassins Creed franchise yet As Shay experience slow transformation Assassin Assassin Hunter Follow creed set extraordinary journey New York City wild river valley far away icy cold waters North Atlantic pursuit ultimate goal bring Assassins,3.2,1
Continue story Banbans Kindergarten Delve deeper bizarre establishment place left suspiciously empty Try survive unexpected residents uncovering truth behind place,1.5,1
In games Stadium Mode one player competes 8 different battles divided four tournaments Beat Stadium Mode youre bonus battle ultimate Pokmon warrior Mewtwo well secret mode gives 8 brandnew devilishly tough battles There virtually way beat secret mode without trained elite Pokmon One four players compete computer noholdsbarred battle customizable rules You select rental Pokmon battles makes much predictable since selection techniques isnt determined trainer You also select quick easy versus random battles,3.3,7
Outlast 2 sequel acclaimed survival horror game Outlast Set universe first game different characters different setting Outlast 2 twisted new journey depths human mind dark secrets No conflict ever black white,2.8,5
The sequel Ni Kuni developed Windows PlayStation 4 Players control Evan Pettiwhisker Tildrum young king usurped castle sets reclaim kingdom While players freely navigate Evan throughout games open world characters controlled battles enemies During battles players use magical abilities elemental creatures known Higgledies used cast spells,3.3,2
Metal Gear considered progenitor stealth game genre also first video game designed Hideo Kojima also directed many later Metal Gear sequels A heavily altered port produced FamicomNES without Kojimas involvement A remade version based original MSX2 game released bonus game Metal Gear Solid 3 Subsistence PlayStation 2 result also included Metal Gear Solid HD Collection Metal Gear Solid The Legacy Collection The game revolves around special forces operative codenamed Solid Snake goes solo infiltration mission fortified state Outer Heaven destroy Metal Gear bipedal walking tank capable launching nuclear missiles anywhere world The player must navigate main character military operative codenamed Solid Snake various locations avoiding visual contact direct confrontation patrolling guards If player seen game enters Alert Mode In situation Snake must escape enemys sight order resume infiltration The method escaping varies depending circumstances behind discovery If Snake seen single exclamation mark appears enemys head enemies players present screen attack Snake escape simply moving adjacent screen However two exclamation marks appear enemy player triggers alarm spotted camera infrared sensor using unsuppressed weapon reinforcements offscreen appear well Snake escape eliminating incoming enemies going outdoors entering elevator The player starts game unarmed eventually acquires firearms Beretta 92F M79 grenade launcher well explosives remote control missiles landmines Ammo supplies weapons limited replenished picking ammunition caches additional supplies Weapons used kill enemies also clear obstacles hollow walls electrified floors Snake also use fists punch defeat patrolling enemies Occasionally player defeats guard punches without alerting anyone defeated guard yield single unit rations ammo box picked In addition enemy guards player also confronted mercenaries challenge player combat serving boss characters The enemy base consists three different buildings multiple floors including basement levels within The player uses key cards items unlock doors explore new areas Each door open corresponding key cards Information obtained rescuing hostages held within buildings After rescuing five hostages players rank increase one star maximum rank four stars allowing increased carrying capacity maximum health However hostage killed player demoted previous rank A transceiver available player communicate commanding officer Big Boss one resistance members operating covertly near Outer Heaven Schneider Diane Jennifer Each Snakes allies specializes specific subject The player must keep track allies frequency numbers order contact All radio messages dependent rooms player located,2.9,9
Disneys Aladdin 1993 video game developed Capcom Super Nintendo Entertainment System SNES Based film name Disneys Aladdin 2D sidescrolling video game player characters Aladdin monkey Abu,3.4,5
Fable 2 second game fable series Lionhead Studios open world roleplaying game It simple story line hero needs save Albion evil Lord Lucian collecting together three heroes defeat Interactive cutscenes large part game however main character never speaks dialogue uncontrolled The game features large variety game play freedom allowing player shape world around characters appearance moral standing based decisions throughout game The player also get married opposite sex bring children childhood farther expressions lot interactive NPCs,3.6,2
This DLC adds 1 new levels 4 minutes new music game,4.5,5
You may played Axiom Verge heard referenced benchmark indie metroidvania adventures Axiom Verge 2 part story Axiom Verge 1 completely new game new characters new powers new enemies new world You play original,3.4,0
As Lightning mission save souls may brought new world However thirteen days remaining everyone saved Armed allnew weapons player customization battle abilities race time fully understand destiny It ends,3.1,4
Yakuza 2 plunges violent Japanese underworld In intense brutal clashes rival gangs police Korean mafia opportunities dole brutal punishment As heroic Kazuma Kiryu original Yakuza explore Tokyo Osaka Wander back alleys Japans underworld trying prevent allout gang war 16 complex cinematic chapters written Hase Seishu famous Japanese author also wrote first Yakuza Endless conflicts surprise plot twists immerse dark shadowy world strongest survive,4.0,1
Its 29 machines competing title FZero X Champion Youre racing speeds 1 kmh high atmosphere Your competition comes every corner galaxy wont shed tear thought smashing track With fourplayer simultaneous gameplay Rumble Pak accessory fastest racing game N64 system,3.9,5
Like families Sandersons bicker money cleaning Unlike families though also robotic spiders aliens talking toys worry Enter ChibiRobo tiny robot programmed spread happiness Join quest restore order Sanderson house SAVE THE WORLD,4.1,4
A port Super Mario Sunshine included Super Mario 3D AllStars featuring updated textures highdefinition widescreen visuals Time hit beach Mario travels beautiful Isle Delfino tropical vacation friends instead finds teaming trusty FLUDD uncover shadowy plot master puppeteer behind His newfound friend also allows Mario traverse worlds sorts unique ways thanks wonderful water pump,3.7,3
A scifi colony sim driven intelligent AI storyteller Generates stories simulating psychology ecology gunplay melee combat climate biomes diplomacy interpersonal relationships art medicine trade,4.2,1
Professor Laytons first adventure Nintendo 3DS system takes colorful city Monte dOr must stop mysterious man wreaking havoc powerful Mask Chaos Unravel new details Professor Laytons past alongside Luke assistant Emmy Altava whole new cast characters riveting story Wrack brain hundreds puzzles weaving way throughout story In addition download free daily puzzles year With robust hint system help players experience levels epic tale packed brim allnew puzzles Professor Layton makes triumphant returnonly Nintendo 3DS,3.7,1
Mega Man returns wild action MEGA MAN X5 This time around terrorists attacked asteroid colony turned artificial gravity Now Mega Man friend Zero defeat terrorists turn gravity keep colony crashing Earth The gameplay fans series come expect Mega Man must use blasters bombs make way eight levels running jumping shooting action If decide play Zero use plasma sword cunning get levels In either case characters face tough bosses unique abilities Once boss defeated Mega Man Zero utilize bosss talents Only Mega Man Zero save colony Earth MEGA MAN X5,3.2,1
Nemo ante mortem beatus Nobody called happy death Herodotus Histories The era Necromancers come The protagonists Kibanohara Ethica Nagaoka Souun young Private Special Living Dead Stalkers By practicing special kind martial art called Close Quarter Armed Martial Arts achieved great heights career Out mission one day Souun becomes involved fierce battle meets young girl Remembering nothing name Hougyou Ilia become target mysterious group necromancers The icecold Tokyo gunpowder smoke living dead crime cybernetics Now begins battle living dead stalkers heroine lives stake,4.6,0
Explore world filled magic Disney discover rich stories build perfect neighbourhood alongside Disney Pixar Heroes Villains new lifesim adventure game Welcome Disney Dreamlight Valley,3.5,0
Mega Man 7 action platform video game developed published Capcom Super Nintendo Entertainment System It seventh game original Mega Man series The game released Japan March 24 1995 localized later year North America Europe,3.5,5
Figment surreal isometric adventure game wherein player must journey subconscious mind save fears nightmares,2.8,2
Flower Sun Rain Nintendo DS port PlayStation 2 puzzle adventure game developed Suda 51 It features touchscreen controls new costumes 1 additional Lost Found puzzles,4.2,5
Join forces expert investigator Professor Layton ace attorney Phoenix Wright unbelievable crossover adventure Find new twists bring courtroom solve puzzles debunk witnesses lies Crossexamine multiple witnesses time uncover mysteries magical city Labyrinthia In medieval town people live fear witchcraft wield Professor Layton Phoenix Wright along assistants Luke Maya join forces face perilous journey filled harrowing mysteries cannot solved mere logic Investigate city Labyrinthia gather information townspeople solving puzzles prove clients innocence court In new group crossexaminations youll pit one witness testimony anothers get story straight literally rewrite history alongside greatest puzzlesolving duo Labyrinthia ever known,3.6,2
The Twin Snakes features graphical improvements original new cutscenes written directed Ryuhei Kitamura gameplay functions originally introduced Metal Gear Solid 2 Sons Liberty The game also includes revised translation rerecorded voice acting using original English voice cast Hideo Kojima Shigeru Miyamoto oversaw development game It also intended allow player play Metal Gear Solid meant played,3.6,9
The Simpsons Game based animated television series The Simpsons It features original storyline written Tim Long Matt Selman Matt Warburton In selfreferential plot family discovers forced participate another The Simpsons video game,3.0,1
In Zeros next mission falls prey trap set Neo Arcadias ruthless commander Planning trick Zero tries use wreak chaos reploids humans But succeed LAN Multiplayer If two cartridges link cable players link two GBAs take part twoplayer game There three modes available take part Time Attack Set goal somewhere stage After three tries player shortest time goal wins Enemy Battle Defeat enemies generator within time limit Get Item Collect items map within time limit,3.7,6
From one gamings acclaimed sagas Gears bigger ever five thrilling modes deepest campaign yet With allout war descending Kait Diaz breaks away uncover connection enemy discovers true danger Sera,3.4,0
Crash Titans sixth Crash Bandicoot series game The gameplay player explore levels picking powerups use enemies well first time use fighting combos punches kicks enemies When Crash defeats enemy destroys object magical substance known Mojo released If player collects enough Mojo earn either ability upgrade new move,3.0,2
In awardwinning cinematic actionthriller troubled author Alan Wake embarks desperate search missing wife Alice Alan Wake Remastered offers complete experience main game two story expansions The Signal The Writer stunning new 4K visuals,3.7,0
This special edition game includes previously released downloadable content well new areas explore quests conquer,3.7,5
Based novel series Andrzej Sapkowski The Witcher follows Geralt Rivia amnesiac witcher problem solver slayer monsters whose home Kaer Morhen citadel besieged organization called Salamandra steal valuable potions get away Throughout game Geralt must resolve peoples moral dilemmas connect dots past track Salamandra,3.0,8
Final Fantasy III remake complete overhaul 199 version title This allowed western players finally experience classic Final Fantasy game localized first time The graphics rendered full 3D various changes implemented,3.1,8
Snatcher cyberpunkthemed graphic adventure game directed written Hideo Kojima produced Konami The setting story Snatcher heavily influenced cyberpunk sciencefiction media taking place large futuristic dystopian city The story revolves around investigator named Gillian Seed assigned investigate breed bioroids known snatchers killing humans taking place society The game set primarily first person perspective uses menubased interface allows protagonist interact environment The player choose Look Investigate Talk Ask Move addition options acquire key items receive vital information characters The player analyze items Gillians belongings show characters During key points games story player must pass shooting sequences defend Gillian assailants These shooting segments use 3x3 grid player target fire enemies A shooting trainer called Junkers Eyes accessible Junker HQ allows player measure accuracy,4.0,2
All ended well There nothing sad A scifi psychological thriller A final episode Hello Charlotte,4.3,1
Star Wars Battlefront first Star Wars Battlefront series thirdfirstperson shooter video game based around battles featured Star Wars movies It developed Pandemic Studios LucasArts released September 2 24 Xbox playable Xbox 36 PlayStation 2 PC day release Star Wars Trilogy DVD set Players either play Star Wars Battlefront online offline 4 players consoles,3.5,5
In vertical scrolling spaceship shooter control ship change polarity As bluewhite ship easily destroy redblack enemies vice versa Bullets polarity collected fuel energy gauge opposite kill Destroying enemy ship causes fire revenge bullets absorbed fired back player Different difficulties exist change exactly interact polarized points appear It spiritual successor Radiant Silvergun featuring similar level boss design well buddhism inspired themes aesthetics Both directed Hiroshi Iuchi also composed Ikarugas soundtrack,4.0,1
A complete 3D reimagining 16bit console classic Ys III Wanderers From Ys Ys The Oath Felghana fastpaced action roleplaying game tight controls Metroidvaniastyle exploration elements intense combat epic screenfilling boss battles thrashing percussive arranged soundtrack thats heralded many one best time Based original 25 PC release classic finally officially available English added Steamworks features achievements cloud saving,4.0,1
Shortly second adventure Through LookingGlass Alices house burnt accidental fire killing family leaving survivor As time progresses Alice loses touch reality She institutionalized Rutledge Asylum observed treated Dr Heironymous Wilson Alices possession Rutledge stuffed rabbit Ten years Alice committed Rutledge finds sucked back Wonderland twisted broken mind The White Rabbit summons Alice aid radically altered Wonderland became twisted version came horrible rule Queen Hearts The Cheshire Cat serves Alices companion throughout game frequently appearing guide cryptic comments,3.4,4
The player two primary weapon slots handgun slot carry eight grenades later Call Duty games feature two weapon slots sidearm fill one slots Weapons may exchanged found battlefield dropped dead soldiers,3.3,2
The genuine sequel original Armored Core Thrown world AC mechs must complete objectives set range different companies hefty pay packet attached If mission completed money goes towards upgrades repairs mech The collection items upgrade mech fully stocked weapons defense systems rocket packs guidance systems increase accuracy speed Certain missions require particular upgrade mission completed correctly spending cash wisely important career Once mech ready battle also take friend arena mode oneonone battles rage long wish huge outdoor areas,3.6,1
Clash Clans addictive mixture strategic planning competitive fastpaced combats Raise army Barbarians War Wizards Dragons mighty fighters Join clan players rise ranks create Clan contest ownership Realm,2.5,0
Fatestay night Japanese visual novel originally released adult game A version Fatestay night rated ages 15 titled Fatestay night Ralta Nua released later Fatestay night gameplay requires little interaction player games duration spent reading text appears representing either dialogue characters inner thoughts protagonist Often players come decision point given chance choose options displayed screen typically two three time There three main plot lines player chance experience one heroines story To view three plot lines player replay game multiple times choose different choices decision points progress plot alternate direction,4.0,2
Tabletop Simulator simulator let aggression flipping table There rules follow physics sandbox friends Make games play want Unlimited gaming possibilities,3.7,1
In Duskers pilot drones derelict spaceships find means survive piece together universe became giant graveyard You drone operator surrounded old gritty tech acts eyes ears outside world What hear comes remote microphone What see drone sees world Motion sensors tell somethings And issue commands command line interface,3.6,8
Control Ultimate Edition contains main game previously released Expansions The Foundation AWE one great value package Winner 8 awards Control visually stunning thirdperson actionadventure keep edge seat,4.0,0
Just battle fits palm hand doesnt mean stakes small On contrary allornothing fight accessing guns grenades launchers weaponry sorts Players assume command army thats reclaim world thats broken warring factions The battle map essentially grid moving units like moving chess pieces board units move specific amount spaces within grid attack certain distance specific enemies Advance Wars features 115 maps map editor headtohead play via link cable easytounderstand tutorial mode beginners,3.7,1
Embodiment Scarlet Devil features two playable characters choose two Spell Card types Reimu Hakurei cover wide area screen weaker attacks Marisa Kirisame relies speed power make thinner attack spread The bombs show different behavior damage depending character type chosen Unlike predecessor Mystic Square Embodiment Scarlet Devil comes automatic item collection feature allows collect items screen moving top screen full power well counterbomb system allows avoid fatal hit using bomb immediately Though six total stages main game playing Easy end game Stage 5,3.8,5
Discover dark fantasy reimagining Wild West lawmen gunslingers share frontier fantastical creatures Journey origin stories group atypical heroes written legend decisions make unforgiving land Each journey unique tailored actions taken series high stakes stories everything counts world reacts choices make Form posse venture forth alone otherworldly confines Weird West make legend,3.0,1
You regular human find trapped body Pokmon world inhabited Pokmon Without choice go rescue missions randomly generated dungeons newlyacquired partner friend save world get back human life,3.7,7
The infamous schemer Wario back Play brandnew microgame collection youll seconds complete 3 different microgames Better think fast succeed Youll use touchscreen tilt system push buttons rock mic laugh fully voiced stories featuring new classic characters,3.9,5
Dragon Ball Xenoverse first installment Xenoverse series Dragon Ball game developed Dimps It first fighting game feature full 3D battles similar Budokai Tenkaichi series Fighters traverse levels freeroaming large spaces fight ground air underwater The game features spoken dialogue majority main characters battle characters show facial expressions strike opponent take damage Although limited players freedom explore planet Earth exists Dragon Ball universe along handful locations,2.9,2
Black Ops back Featuring gritty grounded fluid Multiplayer combat biggest Zombies offering ever three full undead adventures launch Blackout universe Black Ops comes life one massive battle royale experience featuring largest map Call Duty history signature Black Ops combat characters locations weapons entire Black Ops series,2.3,1
With new story details learn tale hunters made Yharnam hunting grounds meet new NPCs discover another side history world Bloodborne Includes The Original Bloodborne Experience Bloodborne The Old Hunters Expansion Bloodborne The Old Hunters,4.6,0
Ape Out wildly intense colorfully stylized smash em primal escape rhythmic violence frenetic jazz Build nearly unstoppable momentum use captors weapons shields crush everyone procedurally generated path freedom,3.5,0
Wario pals learn fun wacky moves discovering strange book mystical device called Form Baton Familiar characters WarioWare universe return installment new ones appear Players must clear fastpaced sets microgames changing way hold Wii Remote time,3.9,2
Two puzzle game juggernauts collide Tetris one largestselling recognized brands gaming history Puyo Puyo SEGA combined create funtoplay fastpaced competitive party game like The game tons different styles gameplay singleplayer Adventure Challenge modes ferocious competition uptofour player Arcade modes Theres plenty TetrisPuyo variety even ingame Shop players unlock new characters new skins Puyos Tetriminos new backgrounds,3.8,5
Prince Persia Warrior Within video game sequel Prince Persia The Sands Time It picks The Sands Time left adding new features specifically options combat The Prince ability wield two weapons time well ability steal enemies weapons throw The Princes repertoire combat moves expanded varying strings allow players attack enemies complexity possible previous game Warrior Within darker tone predecessor adding ability Prince dispatch enemies various finishing moves In addition rewind slowdown speedup powers The Sands Time Prince also new sand power circular wave sand knocks surrounding enemies well damaging,3.5,2
Kentucky Route Zero magical realist adventure game secret highway caves beneath Kentucky mysterious folks travel Gameplay inspired pointandclick adventure games like classic Monkey Island Kings Quest series recently Telltales Walking Dead series focused characterization atmosphere storytelling rather clever puzzles challenges skill The game developed Cardboard Computer Jake Elliott Tamas Kemenczy Ben Babbitt features original electronic score Ben Babbitt along suite old hymns bluegrass standards recorded The Bedquilt Ramblers,4.1,5
You mining resources researching technologies building infrastructure automating production fighting enemies Use imagination design factory combine simple elements ingenious structures apply management skills keep working finally protect creatures dont really like,4.2,1
Rediscover beloved 2D arcadestyle beat em inspired iconic comic book series movie Scott Pilgrim vs The World,3.6,8
Monster Hunter 4 Ultimate called Monster Hunter 4G Japan newest installment popular Monster Hunter series sold 28 million units worldwide date In Monster Hunter 4 Ultimate players take role hunter joins traveling caravan explore new lands towns along way This grand adventure include hundreds quests take variety extraordinary creatures yield valuable resources used weapons equipment Launching Nintendo 3DS Monster Hunter 4 Ultimate represents biggest leap forward ever series new content exciting features ever Also first time ever Monster Hunter series handheld system players able join friends internet via Nintendo WiFi Connection well previously available local wireless option,4.2,8
Slice fruit dont slice bombs need know get started addictive Fruit Ninja action From explore nuances Classic Zen fan favorite Arcade mode expand skills Slice high score use powerups special bananas maximum effect go crazy multislice Pomegranate All Blades Dojos unique effect gameplay Want tenfruit Great Wave Bouncing clouds never drop fruit Swirling tornados epic combos Mix match gear experiment powers find works There never better time play Fruit Ninja unsheath sword see whats new game started This still beginning cant wait everyone join us IMPORTANT NOTICE This game contains optional inapp purchases You disable feature settings menu device View privacy policy httphalfbrickcompp Views terms service Httphalfbrickcomtos,2.7,5
Doom brutally fun challenging modernday shooter taken anywhere Nintendo Switch Relentless demons impossibly destructive guns fast fluid movement provide foundation intense firstperson combat whether youre obliterating demon hordes depths Hell singleplayer campaign competing friends numerous multiplayer modes Doom Nintendo Switch also includes games multiplayer DLC Arcade Mode,3.9,5
After deadly pandemic sweeps New York Agents save remains Complete missions explore Dark Zone fight back enemy factions alone 3 friends Experience full endgame offering new PvP PvE modes,2.8,1
Sequel one greatest PC shooters ever Crysis 2 offers console players first taste Cryteks unique shooter gameplay Featuring futuristic war gorgeous destruction chance kick alien butt grandest stage New York City Crysis 2 destined least equal predecessor surpass Additional features include challenging AI enemies single player campaign 12player support online new improved upgradable Nanosuit 2 technology,3.1,5
Resident Evil 4 Wii Edition features bonus content PS2 version many alterations compared previous ports taking Wiimote aiming account The shooting mechanism uses much larger reticule turns green red enemy targeted opposed narrow laser sight quick knife command added autotargets nearest enemy object motion sensitive quick time event prompts included well button presses Visually game par original GameCube version opposed somewhat inferior graphics PlayStation 2 version although instances inferior PS2 graphics mistakenly retained herbs lower detail models places The Wii version also supports Wiis Classic Controller reverts aiming laser sight back original format The noticeable differences game seems significantly easier Leons actions appear move slightly faster,4.4,5
Nuclear Throne action roguelikelike Vlambeer mutants fighting way postapocalyptic world The radioactive waste world allows mutants get ahead mutating new limbs fly abundant availability powerful weaponry make quest become ruler Wasteland one fraught peril,3.7,1
Super Hexagon minimal action game Terry Cavanagh music Chipzel,3.4,1
Investigate crime scenes collect evidence bring light murderers terrorizing city Detective Ethan Thomas With danger lurking around every corner youll need whatever weapons find stay alive What twists mind ordinary human serial killer Assigned Serial Crimes Unit Agent Ethan Thomas must answer question bring worst society justice His solve rate best bureauperhaps good,3.5,2
Playstation AllStars Battle Royal cross fighting game featuring mostly exclusive iconic characters various Playstation franchises Each stage also feature prominent setting franchises Playable characters Big Daddy Bioshock Cole MacGrath Infamous Colonel Radec Killzone Dante DMC Emmett Graves Starhawk DLC content Evil Cole McGrath Infamous Fate Princess Fat Princess Heihachi Mishima Tekken Isaac Clarke Dead Space DLC content Jak Daxter Jak Daxter Kat Gravity Rush DLC content Kratos God War Nariko Heavenly Sword Nathan Drake Uncharted Parappa Parappa rapper Raiden Metal Gear Revengeance Ratchet Clank Ratchet Clank Sackboy Little Big Planet Sir Daniel Fortesque MediEvil Sly Cooper Sly Cooper Spike Ape Escape Sweet Tooth Twisted Metal Toro Inoue Doku Demo Issyo Zeus God War DLC content,2.4,5
The player takes role namable Hero The Heros name effect statistical growth course game Battles fought turnbased format experience points gold awarded every battle allowing Hero levelup ability allows buy better weapons armor items Progression consists traveling overworld map dungeons fighting monsters encountered via random battles along journey,3.1,2
In land torn asunder incessant warfare time assemble band hardened warriors enter fray Lead men battle expand realm claim ultimate prize throne Calradia,3.9,4
An enhanced version Monster Hunter Generations It features new monsters hunting styles challenging GRank quests Game data Monster Hunter Generations carried one way transfer Monster Hunter Generations Ultimate Game data also moved 3DS Switch version game,4.2,8
The threequel party game phenomenon features deadly quiz show Trivia Murder Party sayanything sequel Quiplash 2 surprising survey game Guesspionage tshirt slugfest Tee KO sneaky trickster game Fakin It,3.8,5
Digimon World Next Order upcoming Digimon roleplaying game The games story centers around two potential main characters Japanese thirdyear high school students Takuto Shiki,3.1,1
Odin Sphere Leifthrasir enhanced HD remake Odin Sphere game PlayStation 2 Many various adjustments changes made gameplay considering comments people played original game While enhanced version original trying stay true new gameplay story elements presented release include new boss fights new attack moves new background music new map area explore While initial idea developers make n HD remastered release ended recreated game version As game offers classic mode well refined mode new elements new gameplay,4.1,5
Bulletstorm brings new furor firstperson shooter action thanks signature kill skill gameplay The game tells story futuristic confederation protected elite band mercenaries Dead Echo When Dead Echo members Grayson Hunt Ishi Sato learn theyve working wrong side theyre betrayed commander exiled far reaches galaxy In Bulletstorm Grayson Ishi find surrounded hordes mutants flesh eating gangs abandoned paradise They two objectives get planet alive exact revenge man sent Players step role Grayson Hunt complete arsenal overthetop combat moves outrageously large guns Bulletstorms array distinct skillshots produces unprecedented levels frantic gameplay yellinducing satisfaction The skillshot system rewards players inciting mayhem creative way possible The insane skillshot points players collects upgrade character unlock weapons allows execute even creative moves exaggerated skillshots,3.2,1
This thirdperson dark fantasy Western RPG sequel The Witcher 27 featuring multiple endings branching narrative paths follows travels Geralt Rivia witcher falsely accused regicide sets clear name find real killer time political turmoil brink war imperialistic Nilfgaardian Empire Four Kingdoms,3.6,8
Step living breathing world days seasons pass real time destiny create Enjoy new house new neighborhood new friends Try luck Fishing Tourney collect shells participate special events holidays Communicate friends family travel new City get Mii makeover The world sparkling fresh canvas You choose pace craft adventures,3.4,4
Microsoft Minesweeper formerly Minesweeper also known Flower Field minesweepertype video game created Curt Johnson originally IBMs OS2 ported Microsoft Windows Robert Donner Microsoft employees time,3.2,4
Sonic 3D Blast 1996 platform video game developed Travellers Tales Sonic Team published Sega Genesis Saturn Windows Part Sonic Hedgehog series game abandons previous Sonic games sidescrolling style favor isometric gameplay making use prerendered 3D models converted sprites The game features creatures known Flickies first appeared 1984 arcade game Flicky Controlling Sonic players goal collect Flickies carry safety periodically sparring series antagonist Dr Robotnik imprisoning within robots,2.3,4
Toad Koopa partyplanning pranksters hidden birthday presents closest friends inside Party Cube To win presents Mario Yoshi Peach Mushroom Kingdom favorites plunge circus minigame trickery As always keep eye Bowser troublemaking goons Even Whomp Thwomp rockin surprises Extra Room Packed surprises wild multiplayer action zany challenges Mario Party 4 ticket good time,3.5,3
Mario Party 3 third final Mario Party title Nintendo 64 A total eight characters available choose Mario Luigi Princess Peach Yoshi Wario Donkey Kong newcomers Waluigi Princess Daisy Mario Party 3 features duel maps two players try lower others stamina zero using nonplayable characters Chain Chomps It first Mario Party game feature Luigis main voice also last Mario game Princess Daisy appears yellow white dress long hair well last Mario game New Super Mario Bros Wii Yoshis recordscratching voice used It also first Mario Party game multiple save slots,3.7,3
Take best shot energizing arcade fun Aim shoot clear orange pegs sit back cheer 1 whimsical teachers guide Peggle greatness Conquer 55 fanciful levels 1 mystical Magic Powers racking bonus points shots youll smile weeks Face friends Duel Mode tackle 75 extratricky challenges Its luck skill joyous thrills amidst fevered action one question remains Can become Peggle Master,3.6,0
Plague Inc Evolved unique mix high strategy terrifyingly realistic simulation Your pathogen infected Patient Zero must bring end human history evolving deadly global Plague whilst adapting everything humanity defend,3.1,1
Thirdperson actionadventure game Star Wars Episode III delivers ultimate Jedi action experience Anakin Skywalker ObiWan Kenobi join forces fierce battles heroic lightsaber duels ones lust power others devotion duty leads final confrontation good evil In Star Wars Episode III players control Jedi abilities Anakin Skywalker ObiWan Kenobi including devastating Force powers advanced lightsaber techniques involving robust combo attacks defensive maneuvers As Anakin unleash power dark side ruthless lightsaber Force attacks As ObiWan struggle save galaxy darkness focusing power light side swift precise lightsaber attacks using Force control enemy actions,3.1,1
Prince Persia actionadventure platforming video game developed Ubisoft Montreal published Ubisoft It part Prince Persia franchise The game set ancient Persia playercharacter whose name revealed game He accompanied woman named Elika met large sandstorm diverted course ended mysterious land Players traverse many different environments using acrobatic abilities scale walls even crawl ceilings Throughout journey players combat various enemies attempt cleanse land corruption,3.0,2
A seminal cyberpunk firstperson exploratory adventure game RPG elements waking Citadel Space Station lone hacker survive corrupted enemies collect audio logs equipment former station workers order shut SHODAN stations artificial intelligence killed everyone board intends destroy world,3.9,1
Sonic returns DS classic 2D dual screen action Sonic Rush well new highseas adventure clashes ruthless pirates As Sonic set Windmill Village explore seven islands actionpacked adventures spread across large map As venture youll uncover valuable items materials help Tails build new ships Sonic track villainous pirates variety ways,3.5,4
This chance experience side alien invasion Take role alien Cryptosporidium 137 terrorize people Earth harvest DNA brazen actionadventure youve ever played Take humanity using variety alien weaponry land air,3.2,8
